ChagosSP,ChagosFG,GBRSP,GBRFG,MaldivesSP,MaldivesFG,SeychellesSP,SeychellesFG
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Acanthurus lineatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Acanthurus lineatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Chlorurus sordidus,Herbivore Scraper,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Chlorurus sordidus,Herbivore Scraper,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Zebrasoma veliferum,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus bleekeri,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Siganus corallinus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Siganus puellus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Siganus puellus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Siganus corallinus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso brachycentron,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus frenatus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus frenatus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus oviceps,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus chameleon,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Scarus niger,Herbivore Scraper,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Scarus niger,Herbivore Scraper,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Scarus niger,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Scarus niger,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Scarus tricolor,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,Scarus viridifucatus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Scarus niger,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,Scarus viridifucatus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Zebrasoma scopas,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Chlorurus sordidus,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Scarus niger,Herbivore Scraper,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus niger,Herbivore Scraper,Acanthurus leucosternon,Herbivore Grazer,Acanthurus tennentii,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus frenatus,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,Acanthurus nigrofuscus,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Acanthurus nigrofuscus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Zebrasoma desjardinii,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Acanthurus nigrofuscus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus truncatus,Herbivore Grazer
Acanthurus leucosternon,Herbivore Grazer,Naso unicornis,Herbivore Browser,Ctenochaetus striatus,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer
